Page|Type|Price|Address|Description|Weblink
22|2 Zimmer, 54m², CHF 4’858.– | CHF 4’858.– |Cramerstrasse 8-12, 8004 Zurich|2 Bedroom Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002802553
22|19m², CHF 2’689.– | CHF 2’689.– |Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002463193
22|38m², CHF 4’246.– | CHF 4’246.– |Cramerstrasse 2-6, 8004 Zurich|1 Bedroom Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002462541
22|16m², CHF 2’170.– | CHF 2’170.– |Gerechtigkeitsgasse 8, 8001 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002459386
22|63m², CHF 5’273.– | CHF 5’273.– |Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Senior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002458790
22|25m², CHF 3’311.– | CHF 3’311.– |Rotachstrasse 33, 8003 Zurich|1 Bedroom Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002458208
22|44m², CHF 4’142.– | CHF 4’142.– |Bellariastrasse 36, 8002 Zurich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390434
22|2 Zimmer, 49m², CHF 4’339.– | CHF 4’339.– |Rotachstrasse 33, 8003 Zurich|2 Bedroom Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390432
22|34m², CHF 3’208.– | CHF 3’208.– |Binzmühlestr. 50, 8050 Zurich|Studio Apartment Senior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390421
22|40m², CHF 4’142.– | CHF 4’142.– |Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390348
22|14m², CHF 1’962.– | CHF 1’962.– |Rotachstrasse 33, 8003 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390345
22|2 Zimmer, 32m², CHF 3’519.– | CHF 3’519.– |Wolframplatz 1, 8045 Zurich|2 Bedroom Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000389843
22|19m², CHF 2’585.– | CHF 2’585.– |Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000385096
22|23m², CHF 3’104.– | CHF 3’104.– |Gerechtigkeitsgasse 8, 8001 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383669
22|24m², CHF 2’377.– | CHF 2’377.– |Binzmühlestr. 48, 8050 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383660
22|80m², CHF 4’453.– | CHF 4’453.– |Binzmühlestr. 48, 8050 Zurich|2 Bedroom Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383658
22|40m², CHF 4’453.– | CHF 4’453.– |Gerechtigkeitsgasse 8, 8001 Zurich|Grand Apartment Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000039575
22|2.5 Zimmer, 62m², CHF 3’385.– | CHF 3’385.– |Rosengartenstrasse 55, 8037 Zürich|Helle, moderne und ruhige 2.5-Zimmerwohnung nahe Bucheggplatz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/4001021791
22|4 Zimmer, 123m², CHF 4’150.– | CHF 4’150.– |8005 Zürich|Modern 4-Room Apartment in Zürich (TEMPORARY - Furnished)|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/4001021682
24|1.5 Zimmer, 50m², CHF 2’700.– | CHF 2’700.– |8032 Zürich|1.5-Zimmer-Dachwohnung-Bijou in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000968029
24|2 Zimmer, 37m², CHF 2’795.– | CHF 2’795.– |8032 Zürich|Moderne 2-Zimmer-Wohnoase in Zürich an ruhiger Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967809
24|2.5 Zimmer, 78m², CHF 3’480.– | CHF 3’480.– |8003 Zürich|Moderne und lichtdurchflutete 2.5-Zimmer-Dachwohnung in Wiedikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967729
24|1 Zimmer, 33m², CHF 1’890.– | CHF 1’890.– |Kreuzstrasse 15, 8008 Zürich|1-Zimmerwohnung im Seefeld - Zürich Kreis 8|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967526
24|4 Zimmer, 62m², CHF 2’835.– | CHF 2’835.– |Aemtlerstrasse 102, 8003 Zürich|4-Zimmerwohnung im Herzen vom Kreis 3|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000963941
24|3 Zimmer, 75m², CHF 2’895.– | CHF 2’895.– |Hotzestrasse 33, 8006 Zürich|SCHNELL ZUGREIFEN!  3-Zimmer Wohnung an TOP Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000962021
24|4.5 Zimmer, 174m², CHF 7’100.– | CHF 7’100.– |8053 Zürich|MODERN, MIT GARTEN UND ÜBERDACHTER TERRASSE|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000946653
24|1 Zimmer, 24m², CHF 1’940.– | CHF 1’940.– |Stationstrasse 33, 8003 Zürich|Totalsanierte Wohnung im Herzen vom Wiedikon-Quartier!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000935934
24|1.5 Zimmer, 29m², CHF 1’740.– | CHF 1’740.– |Bachmattstrasse 39, 8048 Zürich|Perfekt für Singels!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000933106
24|3.5 Zimmer, 105m², CHF 2’050.– | CHF 2’050.– |Stampfenbrunnenstr. 42, 8048 Zürich|befristetes Mietverhältnis 3.5-Zimmer-Attikawohnung bis 30.9.2024|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000932515
24|3 Zimmer, 64m², CHF 3’270.– | CHF 3’270.– |Stationstrasse 33, 8003 Zürich|Totalsanierte Wohnung im Herzen vom Wiedikon-Quartier!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000926661
24|2.5 Zimmer, 60m², CHF 2’780.– | CHF 2’780.– |8053 Zürich|EINZIGARTIG AM STADTRAND|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000920063
24|20 Zimmer, 1’750m², CHF 102’000.– | CHF 102’000.– |8002 Zürich|For rent: SWISS BUSINESS CASTLE IN ZURICH|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000912332
24|2 Zimmer, 62m², CHF 2’790.– | CHF 2’790.– |Mühlegasse 25, 8001 Zürich|Charmante Wohnung mitten in der Zürcher Altstadt|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000887618
24|4.5 Zimmer, CHF 7’350.– | CHF 7’350.– |Albisstrasse 97, 8038 Zürich|Exklusive Attikawohnung mit grosser Terrasse und Seesicht|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000865767
24|2.5 Zimmer, 52m², CHF 2’590.– | CHF 2’590.– |Bachmattstrasse 39, 8048 Zürich|Moderne Wohnung an bester Lage zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000862509
24|7 Zimmer, 169m², CHF 8’740.– | CHF 8’740.– |Hadlaubstrasse 56, 8006 Zürich|Über den Dächern von Zürich mit grossartiger Weitsicht!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000857080
24|5.5 Zimmer, 183m², CHF 11’006.– | CHF 11’006.– |Hohenbühlstr. 5, 8032 Zürich|Lust auf etwas Exklusives im Herzen von Zürich?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000790253
24|3 Zimmer, 70m², CHF 2’836.– | CHF 2’836.– |Asylstrasse 88, 8032 Zürich|Wunderschöne 3-Zimmer-Wohnung im Kreis 7|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000700723
24|20 Zimmer, 1’750m², CHF 102’000.– | CHF 102’000.– |8002 Zürich|For Rent: SWISS BUSINESS CASTLE IN ZURICH|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000681665
25|12m², CHF 2’066.– | CHF 2’066.– |Albertstrasse 7, 8005 Zürich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000612324
25|25m², CHF 3’104.– | CHF 3’104.– |Albertstrasse 7, 8005 Zürich|2 Bedroom Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000612323
25|2.5 Zimmer, 59m², CHF 2’850.– | CHF 2’850.– |Hönggerstrasse 24, 8037 Zürich|2.5 Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000469435
25|1 Zimmer, CHF 1’250.– | CHF 1’250.– |Kantstrasse 14, 8044 Zürich|Arbeiten in zentraler Stadtvilla am Zürichberg|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000288741
25|28m², CHF 3’415.– | CHF 3’415.– |Zweierstrasse 24, 8004 Zurich|1 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000143154
25|18m², CHF 2’170.– | CHF 2’170.– |Zweierstrasse 24, 8004 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000143153
25|22m², CHF 3’000.– | CHF 3’000.– |Zweierstrasse 24, 8004 Zurich|Studio Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000143151
25|22m², CHF 3’208.– | CHF 3’208.– |Zweierstrasse 24, 8004 Zurich|1 Bedroom Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000142244
25|2 Zimmer, 40m², CHF 2’550.– | CHF 2’550.– |Buckhauserstrasse 16, 8048 Zürich|Möblierte 2-Zimmerwohnungen in Zürich Altstetten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3003134988
25|14m², CHF 2’273.– | CHF 2’273.– |Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Single Kitchenette|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002969016
25|53m², CHF 3’623.– | CHF 3’623.– |Binzmühlestr. 50, 8050 Zurich|1 Bedroom Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002802307
25|20m², CHF 2’481.– | CHF 2’481.– |Waffenplatzstrasse 72, 8002 Zurich|Studio Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002464237
25|16m², CHF 2’170.– | CHF 2’170.– |Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Mini Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463194
25|2 Zimmer, 37m², CHF 4’142.– | CHF 4’142.– |Cramerstrasse 2-6, 8004 Zurich|2 Bedroom Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463192
25|20m², CHF 2’689.– | CHF 2’689.– |Cramerstrasse 2-6, 8004 Zurich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463191
25|38m², CHF 4’349.– | CHF 4’349.– |Militärstrasse 24, 8004 Zurich|2 Bedroom Duplex Apartment|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463190
25|26m², CHF 2’896.– | CHF 2’896.– |Militärstrasse 24, 8004 Zurich|Studio Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463188
25|36m², CHF 3’104.– | CHF 3’104.– |Binzmühlestr. 48, 8050 Zurich|2 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002458791
25|3 Zimmer, 60m², CHF 3’415.– | CHF 3’415.– |Binzmühlestr. 48, 8050 Zurich|3 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002458788
25|36m², CHF 4’349.– | CHF 4’349.– |Gerechtigkeitsgasse 8, 8001 Zurich|1 Bedroom Apartment Senior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002458786
26|22m², CHF 2’170.– | CHF 2’170.– |Binzmühlestr. 46, 8050 Zurich|2 Bedroom Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458213
26|28m², CHF 2’689.– | CHF 2’689.– |Freyastrasse 8, 8004 Zurich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458212
26|33m², CHF 3’000.– | CHF 3’000.– |Freyastrasse 8, 8004 Zurich|Studio Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458211
26|24m², CHF 3’000.– | CHF 3’000.– |Rotachstrasse 33, 8003 Zurich|Studio Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458210
26|23m², CHF 2’585.– | CHF 2’585.– |Binzmühlestr. 46, 8050 Zurich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458209
26|2 Zimmer, 86m², CHF 6’332.– | CHF 6’332.– |Bellariastrasse 36, 8002 Zurich|2 Bedroom Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390435
26|33m², CHF 2’896.– | CHF 2’896.– |Freyastrasse 8, 8004 Zurich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390431
26|30m², CHF 3’830.– | CHF 3’830.– |Militärstrasse 24, 8004 Zurich|1 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390430
26|36m², CHF 4’246.– | CHF 4’246.– |Militärstrasse 24, 8004 Zurich|Duplex Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390429
26|31m², CHF 3’104.– | CHF 3’104.– |Bellariastrasse 36, 8002 Zurich|Studio Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390349
26|41m², CHF 4’453.– | CHF 4’453.– |Militärstrasse 24, 8004 Zurich|1 Bedroom Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390347
26|28m², CHF 2’585.– | CHF 2’585.– |Freyastrasse 8, 8004 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390343
26|24m², CHF 2’793.– | CHF 2’793.– |Militärstrasse 24, 8004 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390342
26|15m², CHF 2’170.– | CHF 2’170.– |Militärstrasse 24, 8004 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390341
26|43m², CHF 4’246.– | CHF 4’246.– |Militärstrasse 24, 8004 Zurich|2 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390337
26|22m², CHF 1’962.– | CHF 1’962.– |Binzmühlestr. 50, 8050 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390334
26|14m², CHF 2’066.– | CHF 2’066.– |Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000385097
26|25m², CHF 3’000.– | CHF 3’000.– |Cramerstrasse 8-12, 8004 Zurich|1 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000385095
26|28m², CHF 3’208.– | CHF 3’208.– |Cramerstrasse 2-6, 8004 Zurich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000385090
26|2 Zimmer, 46m², CHF 4’246.– | CHF 4’246.– |Cramerstrasse 2-6, 8004 Zurich|2 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000384305
28|2.5 Zimmer, CHF 2’700.– | CHF 2’700.– |8046 Zürich|NEUBAU, ZENTRAL UND IM GRÜNEN|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4001016103
28|2 Zimmer, CHF 1’510.– | CHF 1’510.– |Jungholzstrasse 33, 8050 Zürich|"""Stadtwohnung an ruhiger Wohnlage - Jungholzstrasse 33, 8050 Zürich"""|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4001015801
28|1 Zimmer, 34m², CHF 2’030.– | CHF 2’030.– |Werdstrasse 104, 8004 Zürich|Grosszügige Einzimmerwohnung in Wiedikon - Frisch Renoviert|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4001011912
28|2 Zimmer, 29m², CHF 1’990.– | CHF 1’990.– |Hildastrasse 1, 8004 Zürich|Urbanes Wohnen im Kreis 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4001009373
28|1.5 Zimmer, 33m², CHF 1’590.– | CHF 1’590.– |Glatttalstrasse 163, 8052 Zürich|Wohnen in Zürich-Seebach|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4001009372
28|1 Zimmer, 75m², CHF 2’900.– | CHF 2’900.– |Langgrütstrasse, 8047 Zürich|Appartement Zürich - 1 pièce|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4001008529
28|1 Zimmer, 40m², CHF 1’890.– | CHF 1’890.– |Englischviertelstrasse 71, 8032 Zürich|Sie brauchen Ihre Ruhe? Wir haben das Richtige für Sie!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4001002738
28|2.5 Zimmer, CHF 2’550.– | CHF 2’550.– |8049 Zürich|Mit riesiger Terrasse und Traumaussicht in den Frühling|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000996670
28|2 Zimmer, 51m², CHF 2’600.– | CHF 2’600.– |Hegibachstrasse 51, 8032 Zürich|komfortabel, praktisch und zentral gelegen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000994522
28|4.5 Zimmer, 67m², CHF 3’390.– | CHF 3’390.– |Rolandstrasse 3, 8004 Zürich|Erstvermietung nach Totalsanierung (4.5 Zimmerwohnungen)|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000990842
28|1 Zimmer, 32m², CHF 1’345.– | CHF 1’345.– |Wydäckerring 66, 8047 Zürich|1-ZWG in 8047 Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000988468
28|2 Zimmer, 50m², CHF 2’590.– | CHF 2’590.– |Schulhausstrasse 51, 8002 Zürich|Stadt-Oase an bester Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000987902
28|3 Zimmer, 63m², CHF 2’580.– | CHF 2’580.– |Dennlerstrasse 9, 8048 Zürich|Top moderne Wohnung im Dennlerhof, 8048 Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000982760
28|3.5 Zimmer, CHF 1’815.– | CHF 1’815.– |Langgrütstrasse 37, 8047 Zürich|3-Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000976907
28|1 Zimmer, 40m², CHF 1’890.– | CHF 1’890.– |Englischviertelstrasse 71, 8032 Zürich|1-Zimmerwohnung im Kreis 7|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000962051
28|3 Zimmer, CHF 1’920.– | CHF 1’920.– |Langgrütstrasse 21, 8047 Zürich|3-Zimmerwohnung Befristet|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000961368
28|4.5 Zimmer, 149m², CHF 6’090.– | CHF 6’090.– |Minervastrasse 19, 8032 Zürich|Wohntraum an genialer Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000957835
28|3.5 Zimmer, 124m², CHF 5’970.– | CHF 5’970.– |Flobotstrasse 2, 8044 Zürich|Wohntraum am Zürichberg mit grosser Loggia|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000957513
28|1 Zimmer, 33m², CHF 1’590.– | CHF 1’590.– |Brauerstrasse 27, 8004 Zürich|Mitten im (Nacht) Leben|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000947678
28|3.5 Zimmer, CHF 2’250.– | CHF 2’250.– |Rindermarkt 6, 8001 Zürich|Helle Stadtwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=28/mieten/4000946039
29|3.5 Zimmer, 94m², CHF 3’025.– | CHF 3’025.– |8048 Zurich|Moderne 3.5-Zimmer-Wohnung inmitten der Stadt zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000945383
29|3.5 Zimmer, 96m², CHF 5’500.– | CHF 5’500.– |Ankerstrasse 114, 8004 Zürich|3.5 Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000945300
29|3 Zimmer, 78m², CHF 3’150.– | CHF 3’150.– |Hofackerstrasse 40, 8032 Zürich|3-Zimmerwohnung im Kreis 7|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000929474
29|3.5 Zimmer, 67m², CHF 1’910.– | CHF 1’910.– |Balberstrasse 68, 8038 Zürich|Zentrale Lage in Wollishofen - befristet bis 28.02.2025|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000929466
29|1 Zimmer, 30m², CHF 1’620.– | CHF 1’620.– |Zürichbergstrasse 134, 8044 Zürich|Gemütliche Wohnung mit schöner Aussicht an ruhiger Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000887612
29|3.5 Zimmer, 78m², CHF 3’090.– | CHF 3’090.– |Schaffhauserstrasse 210, 8057 Zürich|Einzigartige 3.5-Zimmerwohnung an bester Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000869789
29|3.5 Zimmer, 100m², CHF 2’390.– | CHF 2’390.– |Rindermarkt 6, 8001 Zürich|Helle 3.5-Zimmer-Wohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000642856
29|4 Zimmer, 240m², CHF 15’000.– | CHF 15’000.– |Zurich, 8001 Zürich|Amazing apartment for rent up to one year|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000611368
29|1 Zimmer, 34m², CHF 2’000.– | CHF 2’000.– |Hönggerstrasse 24, 8037 Zürich|1.5 Zimmer Wohnungen ab 29m2 bis 41m2 zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000469444
29|2.5 Zimmer, 59m², CHF 2’850.– | CHF 2’850.– |Hönggerstrasse 24, 8037 Zürich|2.5 Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000469442
29|1 Zimmer, 35m², CHF 2’100.– | CHF 2’100.– |Hönggerstrasse 24, 8037 Zürich|1.5 Zimmer Wohnungen ab 29m2 bis 41m2 zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4000469416
29|22m², CHF 2’481.– | CHF 2’481.– |Albertstrasse 7, 8005 Zürich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/3002968344
29|66m², CHF 5’273.– | CHF 5’273.– |Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/3000390437
29|3 Zimmer, 80m², CHF 4’235.– | CHF 4’235.– |Hardstrasse 236/238, 8005 Zurich|2 Bedroom Apartment Senior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/3000390428
29|80m², CHF 3’208.– | CHF 3’208.– |Hardstrasse 236/238, 8005 Zurich|2 Bedroom Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/3000390426
29|2 Zimmer, 54m², CHF 4’754.– | CHF 4’754.– |Cramerstrasse 8-12, 8004 Zurich|2 Bedroom Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/3000385092
29|50m², CHF 3’519.– | CHF 3’519.– |Waffenplatzstrasse 72, 8002 Zurich|1 Bedroom Apartment Senior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/3000383667
29|3.5 Zimmer, 71m², CHF 3’845.– | CHF 3’845.– |Rosengartenstrasse 55, 8037 Zürich|Zentrale Lage: Ruhige Wohnung mit wunderbarem Gartensitzplatz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=29/mieten/4001021784
